frame_number,class_id,confidence,x,y,w,h
175,0,0.5102252,143565,75570,32053,118625
176,0,0.5684584,142872,69510,30689,99645
176,0,0.5353916,142700,77507,31121,116873
176,0,0.54300416,142895,69382,30734,99360
176,0,0.5400107,142867,69346,30817,99466
176,0,0.51892036,142719,77279,31200,118499
176,0,0.5721175,143106,78100,32118,123745
176,0,0.54906565,143621,76297,32046,119748
176,0,0.54131997,143010,77746,32156,123478
176,0,0.5137673,143629,75783,32093,119371
177,0,0.55638176,143301,78034,32045,119308
177,0,0.5466916,143328,77789,32067,120745
177,0,0.537393,143618,78589,32761,124442
177,0,0.62957036,144287,78751,32637,124815
177,0,0.50410616,159979,314329,129849,190134
177,0,0.51163566,143506,78268,32759,124012
177,0,0.6005953,144320,78276,32621,124602
177,0,0.50939244,160064,314766,129236,190611
177,0,0.5059772,160754,314808,130096,189622
178,0,0.55936515,143304,77992,32063,119256
178,0,0.5497788,143331,77746,32077,120614
178,0,0.5417489,143609,78579,32754,124413
178,0,0.6320772,144261,78732,32633,124797
178,0,0.50727355,159846,314313,129552,190189
178,0,0.5161361,143495,78255,32749,123966
178,0,0.60288066,144294,78264,32614,124593
178,0,0.51278776,159936,314768,128938,190632
178,0,0.5093996,160648,314808,129846,189631
179,0,0.5310329,143105,77923,32059,120226
179,0,0.5207689,143104,77785,31964,122517
179,0,0.53980577,143401,77980,32624,123839
179,0,0.6171738,144067,78124,32606,123800
179,0,0.5152327,143312,77585,32642,123287
179,0,0.5882776,144085,77627,32562,123970
180,0,0.53974754,143032,77849,31913,120240
180,0,0.52939427,143028,77724,31816,122493
180,0,0.5463379,143324,78089,32442,124181
180,0,0.61133444,143952,78015,32423,123657
180,0,0.5210763,143233,77687,32464,123639
180,0,0.5806607,143973,77524,32391,123830
181,0,0.61536306,143035,78819,32158,123574
181,0,0.6084757,143047,78697,32055,125793
181,0,0.54587513,143131,80353,32581,129250
181,0,0.60673356,143895,80641,32703,129791
181,0,0.5765523,143212,84626,33850,136301
181,0,0.55412394,144219,84561,34072,139382
181,0,0.51614916,143039,79919,32569,128793
181,0,0.57929444,143910,80308,32637,130950
181,0,0.5517181,143212,84455,34000,136114
181,0,0.5195737,144172,84542,33984,139105
182,0,0.56502265,143328,78444,32504,122417
182,0,0.560374,143344,78367,32379,124539
182,0,0.54504573,143414,79138,32952,127453
182,0,0.64990395,144068,79795,32873,128071
182,0,0.5202886,143449,84518,34295,136488
182,0,0.55142576,144328,84054,34200,138384
182,0,0.51729405,143328,78705,32943,126794
182,0,0.6248355,144088,79438,32803,129104
182,0,0.51752496,144308,84017,34124,138135
183,0,0.55469877,143324,78437,32491,122330
183,0,0.5498318,143339,78366,32379,124527
183,0,0.5432947,143422,79028,32942,127153
183,0,0.6461587,144067,79701,32846,127832
183,0,0.5134724,143443,84526,34326,136376
183,0,0.54329604,144320,84084,34180,138386
183,0,0.51591426,143335,78611,32938,126510
183,0,0.6210342,144087,79328,32784,128812
183,0,0.5101336,144299,84045,34101,138127
184,0,0.57263577,143259,78704,32366,122779
184,0,0.5689523,143279,78625,32236,124924
184,0,0.5443365,143334,79546,32787,128594
184,0,0.63860434,144045,80231,32772,129265
184,0,0.5445548,143389,84639,34166,136925
184,0,0.56682074,144291,84253,34118,139001
184,0,0.51560277,143248,79144,32787,128019
184,0,0.61362785,144063,79935,32714,130541
184,0,0.5225609,143380,84519,34335,137015
184,0,0.5328473,144275,84220,34060,138773
185,0,0.544238,143318,78480,32493,121631
185,0,0.56202286,94676,100678,24918,93841
185,0,0.51675946,94471,103980,25034,96445
185,0,0.56403416,94519,100606,24586,93862
185,0,0.5162968,94372,103884,24799,96599
185,0,0.5377286,143337,78400,32286,123734
185,0,0.5623706,94400,100654,24454,93500
185,0,0.5281904,94373,103822,25018,96255
185,0,0.5145254,143309,78851,32615,125639
185,0,0.6107982,143993,79719,32707,126737
185,0,0.5790629,94686,102593,25692,98308
185,0,0.5586984,143459,85743,34157,136985
185,0,0.5595306,144149,85212,34268,139357
185,0,0.5854399,144026,79483,32673,128011
185,0,0.5382113,143462,85571,34392,137158
185,0,0.52680933,144150,85160,34240,139124
186,0,0.54724115,143318,78525,32491,121792
186,0,0.5679043,94534,100579,24622,93863
186,0,0.5189129,94387,103926,24848,96655
186,0,0.5708103,94371,100503,24273,93936
186,0,0.5179729,94289,103827,24614,96788
186,0,0.54077196,143337,78449,32283,123919
186,0,0.5682417,94254,100542,24146,93533
186,0,0.5303302,94292,103768,24833,96432
186,0,0.515589,143312,78969,32614,125920
186,0,0.61146545,143995,79828,32711,126995
186,0,0.58296436,94566,102501,25437,98244
186,0,0.5615728,143465,85721,34142,136989
186,0,0.56324834,144159,85195,34264,139326
186,0,0.5863907,144026,79593,32674,128316
186,0,0.54088044,143469,85549,34374,137164
186,0,0.5305603,144157,85142,34233,139089
187,0,0.6990216,161265,311475,134987,194327
187,0,0.6165291,164728,310643,142203,196541
187,0,0.699043,161255,311786,134311,195211
187,0,0.61838377,164786,311165,141920,196477
187,0,0.6961211,161509,311813,134932,194125
187,0,0.619242,164423,311133,141279,195854
188,0,0.6873064,161450,311504,135420,194294
188,0,0.6086175,164836,310669,142426,196532
188,0,0.6876281,161444,311836,134743,195205
188,0,0.61064094,164893,311211,142121,196452
188,0,0.68447816,161716,311869,135389,194099
188,0,0.6115356,164531,311173,141512,195833
206,0,0.5037164,320496,140499,39085,181160
215,0,0.5323503,318715,152872,40927,165257
215,0,0.5217726,318680,152698,41258,164824
216,0,0.5841515,318814,152312,40536,164053
216,0,0.57502174,318777,152135,40855,163468
221,0,0.53277516,196270,77543,27858,128427
222,0,0.5381575,196260,77566,27879,128384
324,0,0.5026197,199763,156915,43627,182558
324,0,0.50234526,199867,157102,44528,183221
326,0,0.52799493,199521,156804,44666,182946
326,0,0.5279628,199606,156963,45510,183546
327,0,0.50743526,199270,156806,44848,182738
327,0,0.5075592,199352,156978,45775,183375
328,0,0.51360345,199063,156884,44598,182856
328,0,0.5125576,199136,157073,45524,183405
329,0,0.5353961,199480,156743,44547,183505
329,0,0.53331006,199581,156920,45456,184230
330,0,0.51513195,199506,156777,44438,183260
330,0,0.5124251,199602,156959,45366,183999
332,0,0.5035394,199780,156278,44345,183389
332,0,0.50233036,199899,156449,45273,184083
333,0,0.5478717,200241,156483,43326,182517
333,0,0.544557,200374,156570,44164,182988
334,0,0.54317796,200249,156558,43316,182661
334,0,0.5404213,200380,156641,44162,183242
335,0,0.56072915,200246,156751,42649,182439
335,0,0.5556034,200373,156821,43502,183182
335,0,0.502781,201061,156622,42255,181257
336,0,0.55412364,200246,156673,42688,182506
336,0,0.54937744,200374,156750,43555,183283
337,0,0.5667075,200006,156480,41731,181487
337,0,0.56214005,200079,156519,42478,182087
337,0,0.5001047,200896,156277,41157,180148
338,0,0.564615,199999,156457,41787,181676
338,0,0.5606008,200073,156514,42545,182302
341,0,0.56763923,200147,155474,41555,180648
341,0,0.505502,200877,155428,40153,178356
341,0,0.5597476,200215,155381,42073,180738
341,0,0.50115263,200777,155573,40653,178257
342,0,0.5295225,200085,155416,41476,180603
342,0,0.52266735,200165,155356,42088,180876
464,0,0.5014141,183636,110189,26764,119407
473,0,0.509488,301587,173051,48245,168179
474,0,0.50765353,301693,172983,47981,168255
475,0,0.54115933,302902,175268,45933,167267
475,0,0.540399,302816,175134,46076,166818
476,0,0.5608833,302709,175073,45986,166379
476,0,0.56108946,302611,174933,46154,166055
477,0,0.59300613,300269,175144,49094,164662
477,0,0.5917602,300190,175108,49359,164359
478,0,0.5704307,299968,175116,48666,164591
478,0,0.5679948,299888,175076,48962,164314
480,0,0.50149685,298572,174263,47176,159962
511,0,0.5395595,124624,322709,89281,168335
511,0,0.545466,124897,324021,87576,168148
511,0,0.5400018,124938,323966,87727,167667
511,0,0.5344863,125028,324013,87630,167497
575,0,0.5373772,115900,276662,70013,271773
576,0,0.52311015,115796,276705,69828,271683
589,0,0.5694821,125999,280257,62295,262992
590,0,0.5424225,126315,278795,62791,265136
591,0,0.6474151,128225,278089,67182,267927
591,0,0.57931364,128605,277557,68330,269648
592,0,0.6405857,128205,278054,67102,268081
592,0,0.571439,128596,277501,68282,269839
593,0,0.51556325,131584,267023,75402,283534
593,0,0.67886585,128617,274026,68575,276321
593,0,0.6332613,128838,273223,69227,277935
594,0,0.51328963,131624,267392,75665,282475
594,0,0.67857945,128620,274236,68657,275993
594,0,0.6331066,128836,273465,69255,277574
595,0,0.6453558,129028,274511,70102,274280
595,0,0.606769,129186,273767,70550,276137
596,0,0.64625645,128853,274812,69738,274192
596,0,0.60433716,129042,274142,70304,275950
597,0,0.5294463,128782,275995,69672,271923
598,0,0.5857995,128722,275156,69792,273794
598,0,0.5478049,128944,274430,70488,275595
642,0,0.5085074,107838,89722,46950,166800
654,0,0.5295326,96276,216417,77445,374337
655,0,0.53359866,96592,216238,77767,375699
655,0,0.50168926,97337,216367,79833,380103
656,0,0.5417566,96946,216555,77739,375480
656,0,0.51164454,97669,216657,79714,379547
657,0,0.5887914,96648,217022,76090,368792
657,0,0.51522267,101596,214698,83008,371841
657,0,0.5562692,97174,217231,77749,372407
658,0,0.5927817,96447,217504,76309,367542
658,0,0.5587908,96995,217773,78028,371053
661,0,0.51001,93107,198576,67278,357644
662,0,0.51298225,93150,198562,67394,357123
663,0,0.5160193,91538,194388,66666,342582
664,0,0.5113645,91521,194456,66696,343524
665,0,0.5270319,91563,195214,70922,367508
666,0,0.53108126,91535,195060,70916,367798
666,0,0.5005758,91661,194369,71437,371911
675,0,0.62590605,94640,218912,109842,385867
675,0,0.6428174,95293,219169,111824,390034
676,0,0.6066711,94936,219789,110309,384052
676,0,0.62332916,95563,220013,112130,388318
677,0,0.6249417,90534,219459,105237,390137
677,0,0.64264345,91172,219659,107047,394159
678,0,0.6305343,91002,219728,105987,388955
678,0,0.6482082,91625,219982,107776,392982
679,0,0.6229347,89193,217136,105316,393253
679,0,0.6393576,89679,217080,106516,394655
680,0,0.6302126,89307,217065,105486,392771
680,0,0.6471471,89815,217028,106737,394426
681,0,0.57666945,89529,220165,106930,388136
681,0,0.6192444,88412,229944,104922,346701
681,0,0.59915084,90089,220258,108236,390003
681,0,0.60115314,88291,231251,105247,348464
682,0,0.5730548,89511,220107,106518,388049
682,0,0.6236196,88337,230183,104261,345962
682,0,0.59513295,90081,220154,107853,390027
682,0,0.6051457,88172,231466,104520,347702
683,0,0.6173131,194560,81212,44306,157629
683,0,0.6571417,194607,82501,43455,158625
683,0,0.60152876,194555,81440,44647,158696
683,0,0.6449039,194593,82441,43735,158896
683,0,0.54549503,90837,217020,107697,383809
683,0,0.55009294,90079,231674,105818,338272
683,0,0.57233375,91171,216734,108319,385569
683,0,0.533962,89997,232486,106516,340310
684,0,0.5654258,194561,80917,44093,157085
684,0,0.6019767,194595,82349,43136,158462
684,0,0.54800475,194556,81181,44512,158112
684,0,0.5900949,194560,82230,43505,158742
684,0,0.55903083,91731,217067,109655,384441
684,0,0.5636496,90508,232075,106401,338251
684,0,0.58655477,92026,216800,110202,385594
684,0,0.54827774,90482,232864,107124,340164
685,0,0.5388466,197367,83012,37909,162691
685,0,0.5497047,197332,83964,38128,162215
685,0,0.512653,197263,83354,38283,163463
685,0,0.5303328,197273,83935,38523,161871
685,0,0.50952846,89373,218703,105114,382417
685,0,0.5426692,88419,234135,102178,333587
685,0,0.5281927,89317,217902,104657,382669
685,0,0.5309563,88361,234042,102185,335788
686,0,0.52616215,197348,82963,37945,162613
686,0,0.5342346,197319,83894,38159,162092
686,0,0.50035876,197247,83327,38313,163362
686,0,0.5152867,197262,83860,38548,161778
686,0,0.51705986,89369,218773,105260,382102
686,0,0.5462018,88261,234041,102000,333821
686,0,0.53571796,89317,218032,104801,382626
686,0,0.53444636,88195,233942,101954,336028
687,0,0.5319915,195168,86732,39419,159032
687,0,0.52461076,196347,87554,39028,156505
687,0,0.6143501,195037,84500,41566,165401
687,0,0.67536134,195230,85613,41214,164418
687,0,0.5996817,195037,84832,41706,166021
687,0,0.65832,195260,85558,41402,163936
688,0,0.54465646,195149,86816,39367,158623
688,0,0.5350777,196289,87595,39051,156187
688,0,0.6210474,195025,84448,41524,165204
688,0,0.68248886,195216,85607,41158,164327
688,0,0.6061826,195028,84778,41659,165806
688,0,0.6654577,195249,85544,41341,163812
701,0,0.5580509,190269,90220,49203,181011
701,0,0.56608063,190170,90274,49683,180477
701,0,0.52535355,114597,210316,115873,393569
701,0,0.53948545,114650,211079,117447,399762
702,0,0.5639025,190233,90188,49230,180890
702,0,0.57193726,190134,90246,49707,180327
702,0,0.53038317,114554,209983,115873,393606
702,0,0.54394054,114595,210707,117608,399599
703,0,0.5345813,114947,210470,109864,393141
703,0,0.5462939,115105,210632,110577,398958
704,0,0.5501155,114390,210847,108452,391229
704,0,0.5618173,114498,211036,109183,396829
711,0,0.6106783,69363,142596,68419,273215
711,0,0.6439021,69520,149456,69556,284227
711,0,0.55102074,69475,142663,69662,274197
711,0,0.58180857,69892,152202,71161,288928
712,0,0.61074644,69408,142786,68497,273867
712,0,0.65069675,69585,149633,69700,285147
712,0,0.5527185,69510,142825,69702,274846
712,0,0.5898295,69935,152354,71234,289755
715,0,0.503972,60844,140038,64193,265410
715,0,0.53251606,62609,140472,64821,267652
716,0,0.5005454,60849,140024,64140,265486
716,0,0.5276491,62653,140451,64853,267613
717,0,0.64148754,60093,138154,69909,262893
717,0,0.6116838,61429,137942,70220,264409
717,0,0.59888685,60332,137550,70666,264093
717,0,0.595953,61716,137895,70803,265381
718,0,0.632118,60065,138217,69956,263147
718,0,0.6050118,61423,138010,70310,264709
718,0,0.58907527,60314,137616,70741,264372
718,0,0.58950245,61713,137961,70882,265682
721,0,0.5246991,54686,137528,68263,253321
722,0,0.5208009,54734,137633,68335,252860
731,0,0.5102214,81495,111326,51744,206297
731,0,0.5506488,83044,111350,55112,204834
731,0,0.53292346,81642,111778,51953,207624
731,0,0.578325,82922,111449,54984,205912
732,0,0.5164878,83452,112117,55698,207234
732,0,0.50127983,82054,112451,52605,210213
732,0,0.5474258,83367,112279,55592,208615
733,0,0.5050602,79449,112901,50159,212692
733,0,0.5001815,80583,112947,52600,209806
733,0,0.5378636,79507,113549,50424,213686
733,0,0.53087413,80490,113066,52726,211206
734,0,0.58656394,79273,111297,49780,217602
734,0,0.5793279,79176,112403,49796,216334
734,0,0.67577434,79305,112394,49922,220658
734,0,0.6392183,79121,112716,49883,216536
735,0,0.59055465,79287,111272,49801,217600
735,0,0.5826838,79179,112383,49814,216346
735,0,0.67869574,79320,112351,49942,220654
735,0,0.6424938,79124,112691,49896,216518
736,0,0.59434104,79338,111083,49927,217477
736,0,0.58808,79268,112252,50033,216143
736,0,0.6794302,79369,112134,50053,220430
736,0,0.6476263,79211,112544,50112,216348
737,0,0.5192837,78268,104765,44883,203006
737,0,0.5947016,78633,107969,47115,212699
737,0,0.5359426,78799,110866,47544,214727
737,0,0.5321587,78453,104859,45383,208039
737,0,0.6413129,78716,108748,47401,214518
737,0,0.58484805,78827,111357,47824,215082
738,0,0.5596399,78446,108086,46720,212335
738,0,0.5081603,78657,111139,47169,214503
738,0,0.5033192,78314,104971,45036,208023
738,0,0.6085368,78526,108915,47014,214305
738,0,0.55691344,78699,111671,47497,215003
739,0,0.51032305,77135,104834,44143,205503
739,0,0.54358476,77184,105385,44442,207826
739,0,0.50755847,242640,129368,56067,249269
740,0,0.5188988,76559,102581,42735,198673
740,0,0.50460356,76629,104434,43297,205788
740,0,0.5249918,76680,102612,43180,203376
740,0,0.5397144,76675,105019,43639,208320
740,0,0.61167365,242784,129392,55953,249088
740,0,0.53198665,243431,129435,55636,254284
741,0,0.5030915,76069,105101,42394,204185
741,0,0.56028956,76159,104621,42756,206817
741,0,0.51314473,76200,105253,42903,209370
741,0,0.5886221,76243,105184,43166,209905
741,0,0.6629165,243465,132442,58059,257240
741,0,0.61013424,244179,131742,58920,259809
742,0,0.56627905,76009,104809,41882,203155
742,0,0.62082136,76083,103965,42165,205102
742,0,0.5731329,76137,104860,42387,207734
742,0,0.6396246,76155,104382,42566,207710
742,0,0.5553769,243105,133071,59063,257244
742,0,0.51947254,244135,132323,59584,260970
761,0,0.5109394,70758,92508,31679,182942
762,0,0.52188367,70755,92565,31754,183002
762,0,0.50063264,70697,92454,32070,184097
763,0,0.6342802,69625,89618,30441,180929
763,0,0.56200635,69691,89630,31279,182312
764,0,0.6315912,69704,89625,30598,180970
764,0,0.5629881,69768,89632,31398,182352
765,0,0.64972496,70229,87996,31762,177584
765,0,0.6016984,70279,87924,32283,178148
766,0,0.6427057,70379,88040,31825,177728
766,0,0.59854305,70421,87944,32258,178293
767,0,0.5643696,70297,90381,31214,180782
767,0,0.52557445,70282,90258,31581,181384
768,0,0.587107,70416,91192,31482,182062
768,0,0.55039114,70388,91020,31876,182742
768,0,0.59178495,158454,277005,142657,270745
768,0,0.58622676,158444,276719,142808,272217
803,0,0.6320167,31009,140425,35154,147394
803,0,0.6115242,31054,140273,35257,149063
804,0,0.6056741,30987,140106,35208,147277
804,0,0.5859775,31030,139935,35311,148882
805,0,0.67622405,31212,142193,34668,154218
805,0,0.6178627,31294,143009,34785,157131
805,0,0.6595956,31266,142248,34807,155601
805,0,0.6064683,31374,142707,34858,157234
806,0,0.6038366,31114,141886,34265,153418
806,0,0.5321074,31214,143022,34411,155243
806,0,0.5877821,31193,141831,34489,154591
806,0,0.51993036,31297,142668,34499,155343
807,0,0.64364,30919,139711,34717,150985
807,0,0.5471262,30729,141009,34480,155339
807,0,0.627301,30925,139570,34819,152150
807,0,0.53823805,30791,140707,34552,154825
808,0,0.6447561,30995,139920,34756,151569
808,0,0.5514118,30780,141168,34531,155446
808,0,0.6289421,31003,139765,34870,152621
808,0,0.54202557,30839,140885,34608,154931
809,0,0.6836301,31016,138502,34533,146561
809,0,0.6080008,30668,140461,34136,147433
809,0,0.669324,31014,138318,34610,147120
809,0,0.5976657,30721,140254,34186,147687
810,0,0.6813076,30990,138452,34516,146083
810,0,0.6064698,30640,140366,34117,146886
810,0,0.6665633,30986,138270,34593,146699
810,0,0.59593654,30695,140159,34173,147249
815,0,0.5553766,193530,159620,53735,274347
816,0,0.5313525,193540,159036,53768,276756
817,0,0.50478286,37530,123682,33537,136888
817,0,0.5415792,37653,129220,34747,133426
817,0,0.5311485,37538,129123,35092,133789
821,0,0.6188392,193605,172204,47392,243239
822,0,0.64620554,196358,172695,50128,255966
823,0,0.6409398,196431,173118,50293,256358
824,0,0.5474242,196759,173051,49721,265993
825,0,0.5275944,196723,172860,49697,267835
826,0,0.5092682,196666,173321,49575,269133
827,0,0.66824836,198262,174989,54249,251905
828,0,0.6790981,198219,174022,53833,249429
828,0,0.5018284,197844,173939,52171,256074
829,0,0.7388571,198623,175099,57995,265757
829,0,0.55201244,198263,173757,55991,269611
830,0,0.7350106,198600,174906,58101,266317
830,0,0.54302466,198216,173565,56009,270335
830,0,0.5048951,110651,314138,112594,191602
831,0,0.53828716,109320,311609,111207,194823
831,0,0.7263157,199239,171877,58858,269285
831,0,0.5428061,109389,311873,110830,195669
831,0,0.5314373,109268,312002,110869,194623
832,0,0.54161656,109343,311668,111248,194775
832,0,0.73217005,199206,171658,58818,267061
832,0,0.5460353,109411,311940,110867,195582
832,0,0.53457874,109292,312064,110913,194532
833,0,0.5545698,108704,311677,110212,194882
833,0,0.6724727,199153,175147,58107,273979
833,0,0.55382293,108764,311864,109959,195568
833,0,0.5465058,108643,311902,109949,194627
834,0,0.5589116,108712,311598,110230,195041
834,0,0.695337,199153,175422,57980,270847
834,0,0.5579756,108773,311779,109989,195763
834,0,0.550716,108651,311819,109981,194829
835,0,0.5303242,198275,166442,56258,227625
835,0,0.51574314,108512,310736,109526,196636
835,0,0.66619074,198125,177340,57800,271042
835,0,0.5147337,108603,310790,109437,197727
835,0,0.508266,108473,310876,109339,196824
836,0,0.6022363,197997,177226,57810,277988
837,0,0.54049313,60111,97057,34743,80200
837,0,0.5352508,60107,97075,34685,80844
837,0,0.5359269,60072,97013,34624,80083
837,0,0.5009773,60487,97118,35739,79111
837,0,0.5731758,197961,167244,58765,221268
837,0,0.5745202,60077,96651,35558,78867
837,0,0.5525876,60714,96706,35526,78873
837,0,0.56492645,60124,96645,35733,79295
837,0,0.53836673,60712,96582,35477,79394
837,0,0.5201008,197268,166172,59268,236706
837,0,0.7207924,197255,174910,58928,262206
838,0,0.55552036,59909,96956,34715,80718
838,0,0.55142814,59907,96970,34663,81367
838,0,0.50339705,60299,97077,35524,79593
838,0,0.5515973,59871,96906,34590,80587
838,0,0.5055185,60287,97027,35658,79558
838,0,0.5906297,198003,167290,59067,221386
838,0,0.5962371,59908,96527,35556,79421
838,0,0.56580997,60527,96620,35459,79319
838,0,0.5887949,59955,96523,35726,79831
838,0,0.5520533,60516,96505,35397,79831
838,0,0.52677774,197257,166215,59323,237787
838,0,0.729668,197269,175087,58982,262728
839,0,0.525191,58803,99121,32639,84694
839,0,0.5266758,58809,99155,32580,85455
839,0,0.5201571,58764,98980,32361,84148
839,0,0.5790098,58905,98286,33602,85256
839,0,0.57027096,58942,98194,33983,85687
839,0,0.66439056,195608,180383,58664,272190
839,0,0.5662328,194873,189208,56972,294918
840,0,0.5111598,58895,99038,32992,84782
840,0,0.5122266,58903,99069,32929,85533
840,0,0.505577,58860,98912,32714,84224
840,0,0.57283944,58989,98289,33889,85684
840,0,0.56664217,59017,98197,34231,86108
840,0,0.6566074,195654,180065,58741,271116
840,0,0.55107254,194888,189144,57023,296803
841,0,0.5254434,58822,99171,33043,85578
841,0,0.5267029,58831,99199,32977,86302
841,0,0.5204253,58785,99049,32757,85064
841,0,0.57919455,58928,98199,33947,86097
841,0,0.5739533,58958,98116,34281,86504
841,0,0.5044781,59582,103043,34935,96322
841,0,0.65666395,195645,179592,58731,270129
841,0,0.53734803,194858,189346,56954,298871
842,0,0.50120264,59304,105999,32334,98401
842,0,0.5381041,59065,99449,33194,88964
842,0,0.52984333,59098,99357,33603,89523
842,0,0.53861123,59663,105316,34641,100585
842,0,0.6453941,195686,179352,58834,273904
842,0,0.51700056,194988,189067,56877,300243
843,0,0.51904523,59538,99284,34640,87388
843,0,0.5457448,108780,310293,109846,198115
843,0,0.5189201,59560,99161,34963,87825
843,0,0.5213263,60144,106308,35629,101059
843,0,0.6491008,195738,179244,58975,271634
843,0,0.51496613,195079,189493,57283,303882
843,0,0.5465665,108886,310306,109841,198746
843,0,0.53845805,108789,310341,109800,198078
844,0,0.5468082,56001,191035,55023,261574
845,0,0.5468769,55924,190976,54897,261208
846,0,0.5172187,55904,190808,54942,263745
847,0,0.50742173,55909,190887,55269,264498
848,0,0.6837287,55417,191714,54161,254911
849,0,0.6875036,55464,191806,54188,255099
849,0,0.50014734,56008,192222,53835,257705
850,0,0.5581907,58490,191721,60429,272614
852,0,0.50722015,46734,73421,35940,79580
852,0,0.54633015,46921,73411,36199,77829
852,0,0.51638705,46859,73458,36333,78421
853,0,0.5315857,47019,73292,36214,77550
853,0,0.50139517,46957,73361,36340,78162
854,0,0.51678157,55677,193655,54448,284809
855,0,0.55895436,55905,192832,54871,282735
862,0,0.5035516,115104,313016,130242,191793
862,0,0.5032897,115191,313854,129518,191505
863,0,0.50405926,115208,313035,130341,191780
863,0,0.5034664,115306,313868,129666,191485
864,0,0.5258007,114269,313945,129392,190632
864,0,0.52585983,114405,314787,128852,189881
864,0,0.5045185,115063,314864,130078,188754
865,0,0.503469,113814,314168,128424,190224
865,0,0.50414544,113970,315011,127939,189288
866,0,0.52890134,113430,314206,127472,190134
866,0,0.52954584,113564,315098,127021,189321
866,0,0.50785905,114164,315187,128169,188246
867,0,0.5300133,113529,314227,127709,190127
867,0,0.5307243,113666,315128,127263,189303
867,0,0.50897384,114282,315218,128437,188233
868,0,0.51087123,113321,314688,127814,189325
868,0,0.51126003,113441,315607,127322,188115
869,0,0.5106363,113307,314626,127786,189418
869,0,0.511081,113423,315539,127285,188225
870,0,0.515726,112476,314974,126524,188600
870,0,0.5159362,112594,315861,125862,187042
871,0,0.5182297,111864,314735,125293,189102
871,0,0.51802987,111980,315603,124668,187671
872,0,0.52632815,112704,313533,127901,190978
872,0,0.5265767,112807,314278,127184,189974
872,0,0.50593203,113242,314475,128042,188572
873,0,0.52139175,112853,313480,128360,191044
873,0,0.52274305,112938,314203,127623,190162
873,0,0.5026742,113368,314395,128476,188757
874,0,0.527949,111854,313995,125786,190364
874,0,0.5295846,111922,314773,124974,189095
874,0,0.5109679,112224,314945,125696,187684
875,0,0.52715725,111376,315343,124754,188306
875,0,0.528345,111440,316248,123904,186157
875,0,0.5099271,111671,316442,124547,184702
876,0,0.5209364,111558,314443,124287,189872
876,0,0.523888,111625,315307,123427,188471
876,0,0.50742424,111875,315456,124178,187162
877,0,0.5199477,111681,314277,124532,190152
877,0,0.52277863,111750,315128,123669,188864
877,0,0.5061548,112017,315276,124451,187558
878,0,0.53127444,110234,316987,121216,185877
878,0,0.5307011,110292,317966,120447,182748
878,0,0.513271,110443,318088,120839,181516
879,0,0.5341505,110355,316456,121632,186646
879,0,0.5338732,110413,317413,120854,183828
879,0,0.5161367,110594,317518,121274,182622
